species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-194315,Signaling by Rho GTPases,3.497715543865354e-07,708,29,203,72
9606,R-HSA-109582,Hemostasis,3.961212646785839e-07,805,31,342,57
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",5.00804066327909e-07,724,29,212,72
9606,R-HSA-168256,Immune System,5.00804066327909e-07,2800,66,1822,312
9606,R-HSA-977225,Amyloid fiber formation,5.274350316497589e-07,89,11,33,8
9606,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,5.274350316497589e-07,192,15,92,14
9606,R-HSA-9764265,Regulation of CDH1 Expression and Function,5.274350316497589e-07,192,15,92,14
9606,R-HSA-2299718,Condensation of Prophase Chromosomes,8.428552012995638e-07,54,9,10,9
9606,R-HSA-1500931,Cell-Cell communication,9.873759267975402e-07,336,19,185,19
9606,R-HSA-156902,Peptide chain elongation,1.053059842659465e-06,97,11,5,4
9606,R-HSA-9645723,Diseases of programmed cell death,1.053059842659465e-06,97,11,37,5
9606,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,1.1055113864344435e-06,76,10,51,26
9606,R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,1.3797631618350792e-06,100,11,3,3
9606,R-HSA-3000178,ECM proteoglycans,1.4698538026713948e-06,79,10,23,9
9606,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),1.4698538026713948e-06,101,11,1,1
9606,R-HSA-1474244,Extracellular matrix organization,1.6358303541741392e-06,351,19,330,79
9606,R-HSA-9948299,Ribosome-associated quality control,1.6679632092175822e-06,155,13,20,20
9606,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,1.6679632092175822e-06,215,15,125,14
9606,R-HSA-1221632,Meiotic synapsis,1.7091714337169606e-06,61,9,6,4
9606,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,1.8190402973905506e-06,105,11,4,4
9606,R-HSA-168249,Innate Immune System,1.8190402973905506e-06,1351,40,762,191
9606,R-HSA-72689,Formation of a pool of free 40S subunits,1.8307215197133075e-06,106,11,2,2
9606,R-HSA-72764,Eukaryotic Translation Termination,1.8307215197133075e-06,106,11,5,3
9606,R-HSA-6798695,Neutrophil degranulation,1.8307215197133075e-06,478,22,10,6
9606,R-HSA-8948216,Collagen chain trimerization,1.8307215197133075e-06,44,8,28,4
9606,R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,2.103847986933971e-06,30,7,6,2
9606,R-HSA-68875,Mitotic Prophase,2.103847986933971e-06,134,12,34,12
9606,R-HSA-376176,Signaling by ROBO receptors,2.103847986933971e-06,222,15,60,8
9606,R-HSA-8957275,Post-translational protein phosphorylation,2.2378257513722133e-06,109,11,1,1
9606,R-HSA-9670095,Inhibition of DNA recombination at telomere,2.5060966846179866e-06,47,8,4,3
9606,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,2.5060966846179866e-06,47,8,4,3
9606,R-HSA-2408557,Selenocysteine synthesis,2.7036340486397137e-06,112,11,7,2
9606,R-HSA-446728,Cell junction organization,2.7036340486397137e-06,298,17,162,17
9606,R-HSA-171306,Packaging Of Telomere Ends,3.0345501844664113e-06,33,7,2,2
9606,R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),3.0345501844664113e-06,68,9,2,2
9606,R-HSA-192823,Viral mRNA Translation,3.0345501844664113e-06,114,11,2,2
9606,R-HSA-73728,RNA Polymerase I Promoter Opening,3.0345501844664113e-06,33,7,2,1
9606,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,3.0345501844664113e-06,170,13,20,6
9606,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,3.0345501844664113e-06,115,11,16,4
9606,R-HSA-9918487,Dengue Virus Genome Translation and Replication,3.0345501844664113e-06,115,11,64,8
9606,R-HSA-1442490,Collagen degradation,3.1831188529451993e-06,69,9,34,12
9606,R-HSA-1500620,Meiosis,3.855896595794661e-06,93,10,16,8
9606,R-HSA-418990,Adherens junctions interactions,3.863055514585767e-06,238,15,141,16
9606,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,3.975989584237283e-06,119,11,5,5
9606,R-HSA-5334118,DNA methylation,4.2094064051090285e-06,35,7,7,7
9606,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,4.314657905957198e-06,120,11,3,3
9606,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,4.314657905957198e-06,120,11,3,2
9606,R-HSA-447115,Interleukin-12 family signaling,4.494031871526971e-06,96,10,114,16
9606,R-HSA-927802,Nonsense-Mediated Decay (NMD),5.542750645570749e-06,124,11,6,5
9606,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),5.542750645570749e-06,124,11,5,4
9606,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,6.779304134729713e-06,38,7,10,2
9606,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),6.99040309593002e-06,127,11,14,1
9606,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,7.894219179349626e-06,79,9,7,5
9606,R-HSA-68616,Assembly of the ORC complex at the origin of replication,7.894219179349626e-06,39,7,11,2
9606,R-HSA-72613,Eukaryotic Translation Initiation,8.136342776299266e-06,130,11,21,12
9606,R-HSA-72737,Cap-dependent Translation Initiation,8.136342776299266e-06,130,11,18,10
9606,R-HSA-1474290,Collagen formation,8.558565027017018e-06,104,10,77,42
9606,R-HSA-912446,Meiotic recombination,9.361717534628333e-06,59,8,10,4
9606,R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,9.597616621448424e-06,41,7,8,5
9606,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,9.597616621448424e-06,41,7,21,1
9606,R-HSA-69473,G2/M DNA damage checkpoint,9.883770199614617e-06,82,9,12,3
9606,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,1.1056315976087916e-05,61,8,3,2
9606,R-HSA-9020591,Interleukin-12 signaling,1.202936684530087e-05,84,9,56,10
9606,R-HSA-427359,SIRT1 negatively regulates rRNA expression,1.3995373615682816e-05,44,7,5,3
9606,R-HSA-110331,Cleavage of the damaged purine,1.3995373615682816e-05,44,7,9,2
9606,R-HSA-421270,Cell-cell junction organization,1.3995373615682816e-05,271,15,146,16
9606,R-HSA-69481,G2/M Checkpoints,1.6069026539389242e-05,142,11,24,4
9606,R-HSA-73927,Depurination,1.6216123510548464e-05,45,7,19,4
9606,R-HSA-168273,Influenza Viral RNA Transcription and Replication,1.6584536872921163e-05,173,12,14,3
9606,R-HSA-5578749,Transcriptional regulation by small RNAs,1.872442456207768e-05,46,7,5,1
9606,R-HSA-212300,PRC2 methylates histones and DNA,1.872442456207768e-05,46,7,4,4
9606,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,2.0201061596947234e-05,67,8,39,30
9606,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,2.0201061596947234e-05,67,8,26,16
9606,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,2.046701540914242e-05,68,8,13,2
9606,R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,2.046701540914242e-05,68,8,42,5
9606,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,2.094955493081585e-05,92,9,15,5
9606,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),2.247447928538371e-05,48,7,12,11
9606,R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,2.247447928538371e-05,48,7,11,8
9606,R-HSA-1266738,Developmental Biology,2.429298027961657e-05,1968,47,980,108
9606,R-HSA-5653656,Vesicle-mediated transport,2.7020845683178862e-05,833,27,254,74
9606,R-HSA-110329,Cleavage of the damaged pyrimidine ,2.9314543128489134e-05,50,7,20,1
9606,R-HSA-73928,Depyrimidination,2.9314543128489134e-05,50,7,41,2
9606,R-HSA-392499,Metabolism of proteins,3.043214372278058e-05,2430,54,929,233
9606,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,3.088980598708879e-05,73,8,36,8
9606,R-HSA-9710421,Defective pyroptosis,3.088980598708879e-05,51,7,3,1
9606,R-HSA-1236974,ER-Phagosome pathway,3.1316710918494195e-05,98,9,11,8
9606,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,3.325083009431129e-05,189,12,7,3
9606,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,3.6087024317787986e-05,158,11,24,20
9606,R-HSA-5693606,DNA Double Strand Break Response,3.757749517752096e-05,75,8,48,30
9606,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,3.8495403969496245e-05,53,7,4,3
9606,R-HSA-774815,Nucleosome assembly,3.8495403969496245e-05,53,7,4,3
9606,R-HSA-1280218,Adaptive Immune System,3.866594172241555e-05,1067,31,325,77
9606,R-HSA-8953854,Metabolism of RNA,4.548025041473114e-05,862,27,244,72
9606,R-HSA-68867,Assembly of the pre-replicative complex,4.657257001650095e-05,103,9,23,4
9606,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,4.9889102898825755e-05,78,8,7,7
9606,R-HSA-9764560,Regulation of CDH1 Gene Transcription,4.9889102898825755e-05,78,8,56,5
9606,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),5.1494856919021004e-05,56,7,13,4
9606,R-HSA-1566977,Fibronectin matrix formation,5.1494856919021004e-05,21,5,4,1
9606,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,5.321397605939637e-05,80,8,26,11
9606,R-HSA-68886,M Phase,6.848645730705982e-05,403,17,96,27
9606,R-HSA-3000171,Non-integrin membrane-ECM interactions,6.930232670043779e-05,83,8,33,5
9606,R-HSA-8868773,rRNA processing in the nucleus and cytosol,7.31274306788876e-05,207,12,15,3
9606,R-HSA-73854,RNA Polymerase I Promoter Clearance,7.55029537815588e-05,84,8,10,3
9606,R-HSA-73772,RNA Polymerase I Promoter Escape,7.602119231631121e-05,60,7,2,1
9606,R-HSA-9613829,Chaperone Mediated Autophagy,7.960132976592149e-05,23,5,19,15
9606,R-HSA-211000,Gene Silencing by RNA,8.216522524673309e-05,85,8,40,2
9606,R-HSA-445355,Smooth Muscle Contraction,8.449617387196184e-05,61,7,16,6
9606,R-HSA-9842860,Regulation of endogenous retroelements,8.607539807048425e-05,113,9,17,14
9606,R-HSA-9711097,Cellular response to starvation,8.733174606678773e-05,176,11,28,4
9606,R-HSA-73864,RNA Polymerase I Transcription,8.931649254328988e-05,86,8,14,3
9606,R-HSA-73929,"Base-Excision Repair, AP Site Formation",9.373954689095854e-05,62,7,64,6
9606,R-HSA-5693607,Processing of DNA double-strand break ends,9.997479820755828e-05,89,8,17,2
9606,R-HSA-1474165,Reproduction,9.997479820755828e-05,146,10,44,8
9606,R-HSA-1474228,Degradation of the extracellular matrix,9.997479820755828e-05,148,10,105,14
9606,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,0.00010040519879284115,64,7,8,1
9606,R-HSA-2408522,Selenoamino acid metabolism,0.00010387855550431091,182,11,33,2
9606,R-HSA-430116,GP1b-IX-V activation signalling,0.00010702942456408682,12,4,9,8
9606,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),0.00010797568669640434,90,8,22,3
9606,R-HSA-1236975,Antigen processing-Cross presentation,0.00012045982810582334,120,9,25,10
9606,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,0.00012320288683853597,44,6,6,4
9606,R-HSA-419037,NCAM1 interactions,0.00012320288683853597,44,6,10,1
9606,R-HSA-5602498,MyD88 deficiency (TLR2/4),0.00012490623627248176,26,5,2,2
9606,R-HSA-69002,DNA Replication Pre-Initiation,0.00012848615692839793,121,9,32,4
9606,R-HSA-5627123,RHO GTPases activate PAKs,0.00014939897628629684,27,5,15,9
9606,R-HSA-5603041,IRAK4 deficiency (TLR2/4),0.00014939897628629684,27,5,1,1
9606,R-HSA-9616222,Transcriptional regulation of granulopoiesis,0.0001770589757160712,70,7,27,1
9606,R-HSA-9663891,Selective autophagy,0.00018316191730238796,97,8,56,32
9606,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,0.00019412280704944607,195,11,42,31
9606,R-HSA-3000170,Syndecan interactions,0.0002094810189994245,29,5,15,1
9606,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,0.00021515017633544353,73,7,5,5
9606,R-HSA-5674135,MAP2K and MAPK activation,0.00021515017633544353,49,6,12,8
9606,R-HSA-9656223,Signaling by RAF1 mutants,0.00021515017633544353,49,6,7,4
9606,R-HSA-9909649,Regulation of PD-L1(CD274) transcription,0.00021515017633544353,74,7,18,7
9606,R-HSA-3000480,Scavenging by Class A Receptors,0.00021515017633544353,49,6,10,3
9606,R-HSA-449147,Signaling by Interleukins,0.0002183691980626179,646,21,505,39
9606,R-HSA-201681,TCF dependent signaling in response to WNT,0.0002491808256339656,204,11,71,18
9606,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,0.00025417663641902344,76,7,33,20
9606,R-HSA-73886,Chromosome Maintenance,0.00025583340300561197,135,9,38,8
9606,R-HSA-9918432,Maturation of DENV proteins,0.00027576352756963907,77,7,41,5
9606,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,0.00027576352756963907,77,7,2,2
9606,R-HSA-8874081,MET activates PTK2 signaling,0.000285367354194932,32,5,5,1
9606,R-HSA-427413,NoRC negatively regulates rRNA expression,0.0003234563284049141,79,7,7,3
9606,R-HSA-9649948,Signaling downstream of RAS mutants,0.00032699981104555853,54,6,7,4
9606,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,0.00032699981104555853,54,6,7,4
9606,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,0.00032699981104555853,54,6,7,4
9606,R-HSA-6802949,Signaling by RAS mutants,0.00032699981104555853,54,6,9,4
9606,R-HSA-157579,Telomere Maintenance,0.0003317919269916203,108,8,34,5
9606,R-HSA-72312,rRNA processing,0.00036543092234420094,252,12,22,3
9606,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,0.00043915413085482413,57,6,18,8
9606,R-HSA-2559580,Oxidative Stress Induced Senescence,0.00045310023822242584,113,8,40,6
9606,R-HSA-5626467,RHO GTPases activate IQGAPs,0.0004948155337882731,36,5,5,5
9606,R-HSA-446353,Cell-extracellular matrix interactions,0.0005401644789353455,19,4,10,1
9606,R-HSA-9659379,Sensory processing of sound,0.0005866527752158568,87,7,13,2
9606,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,0.0006292058579919768,88,7,12,6
9606,R-HSA-9018519,Estrogen-dependent gene expression,0.0006572093292391834,153,9,66,16
9606,R-HSA-3214815,HDACs deacetylate histones,0.000668046626777774,63,6,5,5
9606,R-HSA-9664422,FCGR3A-mediated phagocytosis,0.000668046626777774,157,9,27,22
9606,R-HSA-9664407,Parasite infection,0.000668046626777774,157,9,27,22
9606,R-HSA-9664417,Leishmania phagocytosis,0.000668046626777774,157,9,27,22
9606,R-HSA-9909648,Regulation of PD-L1(CD274) expression,0.000668046626777774,191,10,56,17
9606,R-HSA-9678108,SARS-CoV-1 Infection,0.000668046626777774,194,10,159,14
9606,R-HSA-1280215,Cytokine Signaling in Immune system,0.0007233107676285488,1106,28,806,58
9606,R-HSA-6802957,Oncogenic MAPK signaling,0.0007344476465109828,93,7,46,25
9606,R-HSA-5686938,Regulation of TLR by endogenous ligand,0.0007529875932088537,41,5,13,6
9606,R-HSA-901042,Calnexin/calreticulin cycle,0.0007529875932088537,41,5,13,5
9606,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),0.0007914793398683395,126,8,47,3
9606,R-HSA-72187,mRNA 3'-end processing,0.0009149224478610662,164,9,21,14
9606,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.000937272252393706,43,5,4,3
9606,R-HSA-73884,Base Excision Repair,0.0010716755844686343,99,7,107,6
9606,R-HSA-5693538,Homology Directed Repair,0.0010810030611718702,132,8,55,3
9606,R-HSA-5627117,RHO GTPases Activate ROCKs,0.0010939317571967422,24,4,7,3
9606,R-HSA-375165,NCAM signaling for neurite out-growth,0.0011048796936674599,70,6,23,1
9606,R-HSA-186797,Signaling by PDGF,0.0011048796936674599,70,6,31,1
9606,R-HSA-1912408,Pre-NOTCH Transcription and Translation,0.0011383921780083739,100,7,37,3
9606,R-HSA-8875878,MET promotes cell motility,0.0011541047691093764,45,5,12,1
9606,R-HSA-69306,DNA Replication,0.0012413889382351107,171,9,73,8
9606,R-HSA-3000471,Scavenging by Class B Receptors,0.0012760645866460862,25,4,7,4
9606,R-HSA-2682334,EPH-Ephrin signaling,0.0012818724296725925,102,7,56,6
9606,R-HSA-5260271,Diseases of Immune System,0.0014071338244586729,47,5,14,3
9606,R-HSA-5602358,Diseases associated with the TLR signaling cascade,0.0014071338244586729,47,5,14,3
9606,R-HSA-9646399,Aggrephagy,0.0014071338244586729,47,5,15,13
9606,R-HSA-9612973,Autophagy,0.0014082238915374967,174,9,117,49
9606,R-HSA-9837999,Mitochondrial protein degradation,0.001439564576634078,104,7,20,8
9606,R-HSA-9770562,mRNA Polyadenylation,0.0015232197328790553,139,8,20,13
9606,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,0.0017063051828936082,76,6,7,1
9606,R-HSA-389948,Co-inhibition by PD-1,0.001739451458533936,219,10,61,17
9606,R-HSA-72766,Translation,0.001894433395252526,450,15,126,45
9606,R-HSA-70171,Glycolysis,0.002118448354402891,111,7,23,6
9606,R-HSA-195721,Signaling by WNT,0.002340891124771538,320,12,157,24
9606,R-HSA-69620,Cell Cycle Checkpoints,0.002340891124771538,278,11,63,10
9606,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.002340891124771538,30,4,22,4
9606,R-HSA-8863678,Neurodegenerative Diseases,0.002340891124771538,30,4,22,4
9606,R-HSA-388841,Regulation of T cell activation by CD28 family,0.002340891124771538,276,11,91,19
9606,R-HSA-1640170,Cell Cycle,0.002340891124771538,729,20,474,97
9606,R-HSA-437239,Recycling pathway of L1,0.002340891124771538,55,5,14,7
9606,R-HSA-76009,Platelet Aggregation (Plug Formation),0.002340891124771538,53,5,27,16
9606,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,0.002340891124771538,116,7,43,31
9606,R-HSA-5619507,Activation of HOX genes during differentiation,0.002340891124771538,116,7,43,31
9606,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.002340891124771538,81,6,15,5
9606,R-HSA-9692914,SARS-CoV-1-host interactions,0.00242555620955498,118,7,48,9
9606,R-HSA-9679506,SARS-CoV Infections,0.0024677835877691123,576,17,402,28
9606,R-HSA-70263,Gluconeogenesis,0.0024797910115683663,56,5,17,5
9606,R-HSA-9636667,Manipulation of host energy metabolism,0.002499464422928366,3,2,2,2
9606,R-HSA-9845622,Defective VWF binding to collagen type I ,0.002499464422928366,3,2,1,1
9606,R-HSA-352238,Breakdown of the nuclear lamina,0.002499464422928366,3,2,3,2
9606,R-HSA-1632852,Macroautophagy,0.0028059430927975804,158,8,96,32
9606,R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,0.002877732474206418,33,4,24,4
9606,R-HSA-6806834,Signaling by MET,0.0029251365345279723,88,6,51,4
9606,R-HSA-69278,"Cell Cycle, Mitotic",0.00303695586307251,587,17,367,72
9606,R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,0.0033172229883065008,15,3,5,3
9606,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,0.0033698469763798755,60,5,16,16
9606,R-HSA-1912422,Pre-NOTCH Expression and Processing,0.0033871098676288014,125,7,47,3
9606,R-HSA-9615710,Late endosomal microautophagy,0.0035746189910503823,35,4,3,3
9606,R-HSA-9706574,RHOBTB GTPase Cycle,0.00396416116447984,36,4,4,3
9606,R-HSA-9845619,Enhanced cleavage of VWF variant by ADAMTS13,0.004408697507991555,4,2,1,1
9606,R-HSA-9845621,Defective VWF cleavage by ADAMTS13 variant,0.004408697507991555,4,2,1,1
9606,R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,0.004408697507991555,4,2,2,1
9606,R-HSA-70326,Glucose metabolism,0.004431155119031249,131,7,40,11
9606,R-HSA-70268,Pyruvate metabolism,0.004559679453118637,96,6,31,6
9606,R-HSA-5693532,DNA Double-Strand Break Repair,0.004636263072561597,171,8,116,37
9606,R-HSA-8939211,ESR-mediated signaling,0.00468080331038534,257,10,114,25
9606,R-HSA-72163,mRNA Splicing - Major Pathway,0.004685666549091305,213,9,11,11
9606,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,0.004745130574081546,17,3,10,4
9606,R-HSA-9764561,Regulation of CDH1 Function,0.004793683820057737,65,5,16,6
9606,R-HSA-111465,Apoptotic cleavage of cellular proteins,0.004831118123808764,38,4,38,6
9606,R-HSA-157118,Signaling by NOTCH,0.005098873944921589,260,10,165,17
9606,R-HSA-9816359,Maternal to zygotic transition (MZT),0.005712742070949073,137,7,46,13
9606,R-HSA-390522,Striated Muscle Contraction,0.0058227919798810035,40,4,4,4
9606,R-HSA-1428517,Aerobic respiration and respiratory electron transport,0.0059335740025634465,361,12,117,13
9606,R-HSA-162909,Host Interactions of HIV factors,0.005951874234237042,138,7,54,15
9606,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,0.0061987471132605165,139,7,37,33
9606,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,0.0061987471132605165,139,7,37,33
9606,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,0.0061987471132605165,139,7,40,33
9606,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.006368219763118521,41,4,16,6
9606,R-HSA-8876725,Protein methylation,0.006509855116554331,19,3,9,3
9606,R-HSA-72172,mRNA Splicing,0.006596904323528108,224,9,16,16
9606,R-HSA-1268020,Mitochondrial protein import,0.006620175930033501,70,5,14,11
9606,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,0.006910754026580257,634,17,759,62
9606,R-HSA-373755,Semaphorin interactions,0.007039305577827282,71,5,41,4
9606,R-HSA-2168880,Scavenging of heme from plasma,0.007495322230004486,106,6,12,6
9606,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins ,0.007526764083936932,20,3,2,2
9606,R-HSA-5688426,Deubiquitination,0.0076713805903732,275,10,77,60
9606,R-HSA-397014,Muscle contraction,0.00834535282581328,232,9,53,10
9606,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.008583512081910438,536,15,516,136
9606,R-HSA-3214847,HATs acetylate histones,0.009003160482894401,110,6,15,10
9606,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,0.009491455852923991,192,8,86,7
9606,R-HSA-5689880,Ub-specific processing proteases,0.009491455852923991,192,8,40,36
9606,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,0.009844835293855159,22,3,3,3
9606,R-HSA-168316,Assembly of Viral Components at the Budding Site,0.009890648027898852,7,2,17,1
9606,R-HSA-5625900,RHO GTPases activate CIT,0.009890648027898852,23,3,6,1
9606,R-HSA-8878171,Transcriptional regulation by RUNX1,0.009890648027898852,246,9,132,25
9606,R-HSA-9846298,Defective binding of VWF variant to GPIb:IX:V,0.009890648027898852,7,2,1,1
9606,R-HSA-9013418,RHOBTB2 GTPase cycle,0.009890648027898852,24,3,2,2
9606,R-HSA-4419969,Depolymerization of the Nuclear Lamina,0.009890648027898852,23,3,6,2
9606,R-HSA-9845620,Enhanced binding of GP1BA variant to VWF multimer:collagen ,0.009890648027898852,7,2,1,1
9606,R-HSA-8852135,Protein ubiquitination,0.010282162216242785,83,5,32,29
9606,R-HSA-163210,Formation of ATP by chemiosmotic coupling,0.010555314418149386,25,3,3,3
9606,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,0.010555314418149386,25,3,7,1
9606,R-HSA-140875,Common Pathway of Fibrin Clot Formation,0.010555314418149386,25,3,29,4
9606,R-HSA-9658195,Leishmania infection,0.01090768880155557,301,10,95,30
9606,R-HSA-9824443,Parasitic Infection Pathways,0.01090768880155557,301,10,95,30
9606,R-HSA-3928662,EPHB-mediated forward signaling,0.01116768996184514,52,4,26,4
9606,R-HSA-162582,Signal Transduction,0.011805645269586829,3051,52,2584,316
9606,R-HSA-9823587,Defects of platelet adhesion to exposed collagen,0.012817623629610586,8,2,5,5
9606,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,0.013067315226141463,27,3,7,1
9606,R-HSA-166663,Initial triggering of complement,0.013557787137714494,127,6,21,13
9606,R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas,0.014010628767056943,170,7,10,2
